panel#V#-ed|-ed|-s|-ing: num/inf corrected
parallel#V#-ed|-ed|-s|-ing: num/inf corrected
parcel#V#-ed|-ed|-s|-ing: num/inf corrected
parentically#D#: entry deleted
parity#Ns#: inf corrected for prefixed forms
parlay#Ns#parlaies: num/inf corrected
paterfamilias#Ns#patresfamilias~-s: num/inf corrected
paving#Ns#: num/inf corrected
pavings#Np#: entry deleted
pedestal#V#-ed|-ed|-s|-ing: num/inf corrected
pencil#V#-ed|-ed|-s|-ing: num/inf corrected
perfection#Ns#: inf corrected for prefixed forms
perfective#Ns#: inf corrected for prefixed forms
peril#V#-ed|-ed|-s|-ing: num/inf corrected
pertinence#Ns#: inf corrected for prefixed forms
perturbation#Ns#: inf corrected for prefixed forms
petropolitics#Ns#-es: num/inf corrected
pfennig#Ns#-s~-e: num/inf corrected
phonation#Ns#: num/inf corrected
phoney#A#: inf corrected for variant forms
phony#Ns#phonies~-s: num/inf corrected
photography#Ns#: num/inf corrected
physiotherapy#Ns#: inf corrected for prefixed forms
pickaxe#Ns#-es: num/inf corrected
pickel#V#-d|-d|-s|pickeing: num/inf corrected
pilch#Ns#-s: num/inf corrected
pinna#Ns#-s~e: num/inf corrected
pitchfork#V#-es|-es|-s|-ing: num/inf corrected
pixy#Ns#-s: num/inf corrected
pliantancy#Ns#pliantancies: entry deleted
pneumoconiotics#Ns#-es: num/inf corrected
poleaxe#Ns#-es: num/inf corrected
poliomyelitis#Ns#-s: num/inf corrected
politeness#Ns#: inf corrected for prefixed forms
politicization#Ns#: inf corrected for prefixed form
pollination#Ns#: num/inf corrected
poly#Ns#-s: num/inf corrected
polymath#Ns#-es: num/inf corrected
polysyllable#Ns#: inf corrected for prefixed forms
pooch#Ns#-s: num/inf corrected
posit#V#-ted|-ted|-s|-ting: num/inf corrected
potash#Ns#-s: num/inf corrected
predestination#Ns#: num/inf corrected
predetermination#Ns#: num/inf corrected
predominance#Ns#: num/inf corrected
predomination#Ns#: num/inf corrected
preexistence#Ns#: inf corrected for prefixed forms
prefabrication#Ns#: inf corrected for prefixed forms
preferment#Ns#: inf corrected for prefixed forms
prefetch#Ns#-s: num/inf corrected
prehistory#Ns#: inf corrected for prefixed forms
premature#A#: inf corrected for prefixed forms
preparedness#Ns#: inf corrected for prefixed forms
prepositive#Ns#: inf corrected for prefixed forms
prevision#Ns#: inf corrected for prefixed forms
pricey#A#priceier|priceiest: num/inf corrected for -ey adj.
probation#Ns#: inf corrected for prefixed forms
probity#Ns#: inf corrected for prefixed forms
processing#Ns#: num/inf corrected
procrastination#Ns#: num/inf corrected
progresssion#Ns#: entry deleted
proliferation#Ns#: num/inf corrected
propylene#Ns#: inf corrected for prefixed forms
protosoon#A#: entry deleted
protosoon#Ns#protozoa: entry deleted
prudence#Ns#: inf corrected for prefixed forms
pruderies#Np#: entry deleted
prudery#Ns#: num/inf corrected
psychoanalysis#Ns#: num/inf corrected
psychobiology#Ns#: inf corrected for prefixed forms
psychoneurosis#Ns#: inf corrected for prefixed forms
psychotherapy#Ns#: entry deleted
public#Ns#: inf corrected for prefixed forms
purgation#Ns#: inf corrected for prefixed forms
purgatory#Ns#: num/inf corrected
purlieus#Np#-s: num/inf corrected
quarterstaff#Ns#quaterstaves: num/inf corrected
quietude#Ns#: inf corrected for prefixed forms
radioactivity#Ns#: inf corrected for prefixed forms
radiobroadcast#V#-|-|-s|-ing: inf corrected for prefixed forms
radiocarbon#Ns#: inf corrected for prefixed forms
radiochemistry#Ns#: inf corrected for prefixed forms
radiotelegraphy#Ns#: num/inf corrected
raft#V#-ted|-ted|-s|-ting: num/inf corrected
ratiocination#Ns#: num/inf corrected
rationalism#Ns#: inf corrected for prefixed forms
raunch#Ns#-s: num/inf corrected
realignment#Ns#: inf corrected for prefixed forms
realisation#Ns#: inf corrected for variant forms
reapportionment#Ns#: inf corrected for prefixed forms
rearmament#Ns#: inf corrected for prefixed forms
rearrangement#Ns#: inf corrected for prefixed forms
reasonableness#Ns#: inf corrected for prefixed forms
reassess#V#-ed|-ed|-es|reassessing: num/inf corrected
rebroadcast#V#-ed|-ed|-s|-ing: inf corrected for prefixed forms
recollection#Ns#: inf corrected for prefixed forms
recombination#Ns#: num/inf corrected
reconsideration#Ns#: inf corrected for prefixed forms
redecoration#Ns#: inf corrected for prefixed forms
redevelopment#Ns#: inf corrected for prefixed forms
reestablish#V#-ed|-ed|-s|-ing: num/inf corrected
reestablishment#Ns#: inf corrected for prefixed forms
reforestation#Ns#: inf corrected for prefixed forms
refraction#Ns#: inf corrected for prefixed forms
regeneration#Ns#: inf corrected for prefixed forms
regularity#Ns#: inf corrected for prefixed forms
rehear#V#-d|-d|-s|-ing: num/inf corrected
rejuvenation#Ns#: num/inf corrected
relatedness#Ns#: inf corrected for prefixed forms
relegation#Ns#: inf corrected for prefixed forms
relevance#Ns#: inf corrected for prefixed forms
relevancy#Ns#: inf corrected for prefixed forms
reliability#Ns#: inf corrected for prefixed forms
relocation#Ns#: inf corrected for prefixed forms
reman#V#-ned|-ed|-s|-ing: num/inf corrected
remodel#V#-ed|-ed|-s|-ing: num/inf corrected
reportage#Ns#: inf corrected for prefixed forms
repossession#Ns#: inf corrected for prefixed forms
reprocessing#Ns#: inf corrected for prefixed forms
resiliency#Ns#: inf corrected for variant forms
resoluteness#Ns#: inf corrected for prefixed forms
retroflexed#Ns#-es: num/inf corrected
reverence#Ns#: inf corrected for prefixed forms
revery#Ns#-s: num/inf corrected
rhinoceros#Ns#-~-s: num/inf corrected
rictus#Ns#-es~-s: num/inf corrected
risibilities#Np#: entry deleted
rival#V#-ed|-ed|-s|-ing: num/inf corrected
roentgenology#Ns#-s: num/inf corrected
roominess#Ns#-s: num/inf corrected
rumination#Ns#: num/inf corrected
salubrity#Ns#: inf corrected for prefixed forms
sandal#V#-ed|-ed|-s|-ing: num/inf corrected
sanp#V#-ed|-ed|-s|-ing: entry deleted
satin#V#-ned|-ned|-s|-ning: num/inf corrected
saturation#Ns#: inf corrected for prefixed forms
saving#Ns#: num/inf corrected
savings#Np#: entry deleted
sawfish#Ns#-s: num/inf corrected
scaramouch#Ns#-s: num/inf corrected
sculpt#V#-d|-d|-s|-ing: num/inf corrected
sensitiveness#Ns#: inf corrected for prefixed forms
serialize#V#-d|-d-|-s|serializing: num/inf corrected
seventeenth#Ns#: num/inf corrected
seventeenths#Np#: entry deleted
seventh#Ns#: num/inf corrected
sevenths#Np#: entry deleted
seventieth#Ns#: num/inf corrected
seventieths#Np#: entry deleted
shadowy#A#-er|-est: num/inf corrected
shoo#V#-d|-d|-s|-ing: entry deleted
shortie#A#: entry deleted
shorty#A#: POS corrected
shorty#Ns#-s: num/inf corrected
shovel#V#-ed|-ed|-s|-ing: num/inf corrected
shrivel#V#-ed|-ed|-s|-ing: num/inf corrected
signal#V#-ed|-ed|-s|-ing: num/inf corrected
signatory#Ns#-s: num/inf corrected
silhouette#V#-d|-d|-s|silhoutting: num/inf corrected
silverfish#Ns#-s: num/inf corrected
similitude#Ns#: inf corrected for prefixed forms
singe#V#-d|-d|-s|-ing: num/inf corrected
sixteenth#Ns#: num/inf corrected
sixteenths#Np#: entry deleted
sixth#Ns#: num/inf corrected
sixths#Np#: entry deleted
sixtieth#Ns#: num/inf corrected
sixtieths#Np#: entry deleted
skeesicks#Ns#-es: num/inf corrected
sleuth#V#-ed|-ed|-es|-ing: num/inf corrected
smooth#V#-ed|-ed|-es|-ing: num/inf corrected
smutch#Ns#-s: num/inf corrected
snobberies#Np#: entry deleted
snobbery#Ns#: num/inf corrected
sobriety#Ns#: inf corrected for prefixed forms
softy#Ns#-s: num/inf corrected
solubility#Ns#: inf corrected for prefixed forms
somerset#V#-ted|-ted|-s|-ting: num/inf corrected
spar#V#-ed|-ed|-s|-ing: num/inf corrected
spasmodcally#D#: entry deleted
spiral#V#-ed|-ed|-s|-ing: num/inf corrected
splay#V#splaied|splaied|splaies|-ing: num/inf corrected
splosh#Ns#-s: num/inf corrected
spoliation#Ns#: inf corrected for prefixed forms
spry#A#sprier・-er|spriest・-est: num/inf corrected
stabex#Ns#-s: num/inf corrected
stagecoach#Ns#-s: num/inf corrected
stealing#Ns#: num/inf corrected
stealings#Np#: entry deleted
steelworkwer#Ns#-s: entry deleted
stimy#V#stimied|stimied|stimies|stimying: num/inf corrected
stratum#Ns#strata: inf corrected for prefixed forms
sty#Ns#-s~sties: num/inf corrected
subdirectory#Ns#-s: num/inf corrected
subharmonic#Ns#: inf corrected for prefixed forms
subordination#Ns#: num/inf corrected
subornation#Ns#: num/inf corrected
substantiation#Ns#: num/inf corrected
sulfuret#V#-ed|-ed|-s|-ing: num/inf corrected
supersession#Ns#: inf corrected for prefixed forms
supervize#V#-d|-d|-s|supervizing: entry deleted
swiz#Ns#-s: num/inf corrected
swoosh#Ns#-s: num/inf corrected
swounds#A#: entry deleted
sympatheticcally#D#: entry deleted
syrinx#Ns#syringes~-s: num/inf corrected
tassel#V#-ed|-ed|-s|-ing: num/inf corrected
teasel#V#-ed|-ed|-s|-ing: num/inf corrected
technicalities#Np#: entry deleted
technicality#Ns#: num/inf corrected
technics#Np#technics: num/inf corrected
telegraphy#Ns#: num/inf corrected
telephotography#Ns#: num/inf corrected
tenseness#Ns#: inf corrected for prefixed forms
tenth#Ns#: num/inf corrected
tenths#Np#: entry deleted
textualy#D#: entry deleted
thermogenesis#Ns#-es: inf corrected for prefixed forms
thirteenth#Ns#: num/inf corrected
thirteenths#Np#: entry deleted
thirtieth#Ns#: num/inf corrected
thirtieths#Np#: entry deleted
thousandth#Ns#: num/inf corrected
thousandths#Np#: entry deleted
thrash#Ns#-s: num/inf corrected
thrombosis#Ns#-es: num/inf corrected
tidiness#Ns#: inf corrected for prefixed forms
tinsel#V#-led|-led|-s|-ling: num/inf corrected
tiredness#Ns#: inf corrected for prefixed forms
tittup#V#-ped|-ped|-s|-ping: num/inf corrected
toadfish#Ns#-s: num/inf corrected
tootsy#Ns#-s: num/inf corrected
tosh#Ns#-s: num/inf corrected
tot#V#-ted|-ted|-s|-ing: num/inf corrected
towel#V#-ed|-ed|-s|-ing: num/inf corrected
tractability#Ns#: num/inf corrected
traction#Ns#: inf corrected for prefixed forms
trammel#V#-ed|-ed|-s|-ing: num/inf corrected
transmigration#Ns#: inf corrected for prefixed forms
transplantation#Ns#: inf corrected for prefixed forms
transshipment#Ns#: inf corrected for prefixed forms
trepan#V#-ed|-ed|-s|-ing: num/inf corrected
troth#V#-ed|-ed|-es|-ing: num/inf corrected
true#V#-d|-d|-s|-ing: num/inf corrected
trustfull#A#: entry deleted
truthfull#A#: entry deleted
tuition#Ns#: inf corrected for prefixed forms
tumescence#Ns#: inf corrected for prefixed forms
tunnel#V#-ed|-ed|-s|-ing: num/inf corrected
twelfth#Ns#: num/inf corrected
twelfths#Np#: entry deleted
twentieth#Ns#: num/inf corrected
twentieths#Np#: entry deleted
twit#V#-ted|-ted|-s|-ing: num/inf corrected
ultramarine#Ns#: inf corrected for prefixed forms
ultraviolet#Ns#: inf corrected for prefixed forms
ump#V#-d|-d|-s|umping: num/inf corrected
unbelief#Ns#: inf corrected for prefixed forms
uncomely#A#: inf corrected for prefixed forms
uncommon#A#: inf corrected for prefixed forms
unconcern#Ns#: inf corrected for prefixed forms
unction#Ns#: inf corrected for prefixed forms
underbid#V#-~underbade|-~-den~underbade|-s|-ding: num/inf corrected
underpopulation#Ns#: inf corrected for prefixed forms
underproduction#Ns#: inf corrected for prefixed forms
understanding#Ns#: num/inf corrected
unemployment#Ns#: inf corrected for prefixed forms
unhandsome#A#: inf corrected for prefixed forms
unionization#Ns#: inf corrected for prefixed forms
unkindness#Ns#-s: num/inf corrected
unlikelihood#Ns#: inf corrected for prefixed forms
unlikely#A#: inf corrected for prefixed forms
unlovely#A#: inf corrected for prefixed forms
unpleasant#A#: inf corrected for prefixed forms
unravel#V#-led|-led|-s|-ling: num/inf corrected
unsavory#A#: inf corrected for prefixed forms
unsavoury#A#: inf corrected for prefixed forms
unshapely#A#: inf corrected for prefixed forms
untimely#A#: inf corrected for prefixed forms
untrustworthy#A#: inf corrected for prefixed forms
unwelcome#A#: inf corrected for prefixed forms
uprise#V#upraise|-n|-s|uprising: num/inf corrected
urination#Ns#: num/inf corrected
valetudinary#Ns#-s: num/inf corrected
van#V#-ed|-ed|-s|-ing: num/inf corrected
variability#Ns#: num/inf corrected
vastness#Ns#: num/inf corrected
vastnesses#Np#: entry deleted
vomit#V#-ted|-ted|-s|-ting: num/inf corrected
wady#Ns#-s: num/inf corrected
wafer#V#-red|-red|-s|-ring: num/inf corrected
wainscot#V#-ed|-ed|-s|-ing: num/inf corrected
warmongering#Ns#: POS corrected
wench#Ns#-s: num/inf corrected
whiskey#Ns#-es: num/inf corrected
whitefish#Ns#-s: num/inf corrected
whiz#Ns#-es: num/inf corrected
whizz#V#-zed|-zed|-zes|-zing: num/inf corrected
whoosh#Ns#-s: num/inf corrected
wis#V#-ed|-ed|-es|-ing: entry deleted
woodsman#Ns#woodmen: num/inf corrected
worship#V#-ed|-ed|-s|-ing: num/inf corrected
yellowg#A#: entry deleted
yodel#V#-led|-led|-s|-ling: num/inf corrected
zilch#Ns#-s: num/inf corrected
zizz#Ns#-s: num/inf corrected
##### 00/03/29追加
abandonment#Ns#
abasement#Ns#
abeyance#Ns#
abjection#Ns#
abnegation#Ns#
abolitionism#Ns#
abruptness#Ns#
absenteeism#Ns#
absolution#Ns#
absolutism#Ns#
abstergent#Ns#
abstinence#Ns#
abstractionism#Ns#
absurdness#Ns#
abundance#Ns#
abusement#Ns#
acceleration#Ns#
acceptability#Ns#
access#Ns#
accidental#Ns#
acclimation#Ns#
acclimatization#Ns#
accountability#Ns#
accountancy#Ns#
accounting#Ns#
acetate#Ns#
acreage#Ns#
acting#Ns#
acuity#Ns#
acupuncture#Ns#
acuteness#Ns#
adamant#Ns#
adaptability#Ns#
addiction#Ns#
adherence#Ns#
adhesion#Ns#
adjudication#Ns#
admiralty#Ns#
admiration#Ns#
admissibility#Ns#
adolescence#Ns#
adoration#Ns#
adroitness#Ns#
adulation#Ns#
adulthood#Ns#
adventurism#Ns#
advertising#Ns#
advisability#Ns#
advocacy#Ns#
aeration#Ns#
aeroembolism#Ns#
aether#Ns#
affability#Ns#
affluence#Ns#
afforestation#Ns#
agar#Ns#
ageing#Ns#
aggrandizement#Ns#
aggressiveness#Ns#
agility#Ns#
aging#Ns#
agreeableness#Ns#
agribusiness#Ns#
agriculture#Ns#
aimlessness#Ns#
airiness#Ns#
alabaster#Ns#
alacrity#Ns#
alcoholism#Ns#
alleviation#Ns#
alliteration#Ns#
almighty#Ns#
aloofness#Ns#
amateurism#Ns#
amber#Ns#
ambiguousness#Ns#
amenity#Ns#
amiability#Ns#
amicability#Ns#
amity#Ns#
ammunition#Ns#
anarchism#Ns#
ancestry#Ns#
anger#Ns#
angling#Ns#
animalism#Ns#
animism#Ns#
annihilation#Ns#
anonymity#Ns#
antagonism#Ns#
antecedence#Ns#
anticipation#Ns#
anticorrosive#Ns#
antihitler#Ns#
antiseptic#Ns#
aphelion#Ns#
apiculture#Ns#
apogee#Ns#
applause#Ns#
apposition#Ns#
approbation#Ns#
approval#Ns#
aptness#Ns#
aquatic#Ns#
arable#Ns#
arbitrariness#Ns#
archery#Ns#
aridity#Ns#
arrogance#Ns#
arrogancy#Ns#
arsenic#Ns#
artfulness#Ns#
artificiality#Ns#
artillery#Ns#
artistry#Ns#
artlessness#Ns#
ascendancy#Ns#
ascendant#Ns#
ascendency#Ns#
ascendent#Ns#
ascension#Ns#
asceticism#Ns#
ascription#Ns#
aspic#Ns#
assistance#Ns#
astrakhan#Ns#
astringency#Ns#
atheism#Ns#
atonement#Ns#
attar#Ns#
attentiveness#Ns#
attractiveness#Ns#
attributive#Ns#
attrition#Ns#
audacity#Ns#
authorisation#Ns#
authoritarianism#Ns#
authorization#Ns#
autism#Ns#
automation#Ns#
automatism#Ns#
aviation#Ns#
avidity#Ns#
avoidance#Ns#
awareness#Ns#
awkwardness#Ns#
azure#Ns#
babyhood#Ns#
backbiting#Ns#
backing#Ns#
backwardness#Ns#
badness#Ns#
baggage#Ns#
baldness#Ns#
ballooning#Ns#
banditry#Ns#
banking#Ns#
banter#Ns#
barbiturate#Ns#
bareness#Ns#
baronage#Ns#
barrenness#Ns#
bashfulness#Ns#
bathing#Ns#
batting#Ns#
beachwear#Ns#
beastliness#Ns#
bedding#Ns#
bedmaking#Ns#
beggary#Ns#
behavior#Ns#
behaviorism#Ns#
beneficence#Ns#
benignity#Ns#
bestowal#Ns#
bewilderment#Ns#
bichromate#Ns#
bidding#Ns#
bigness#Ns#
bigotry#Ns#
bilingualism#Ns#
bimetallism#Ns#
bitterness#Ns#
blacking#Ns#
blackness#Ns#
blamelessness#Ns#
blandness#Ns#
blankness#Ns#
blather#Ns#
blazonry#Ns#
blessedness#Ns#
blindness#Ns#
bloodiness#Ns#
bloodletting#Ns#
bluffness#Ns#
bluntness#Ns#
boarding#Ns#
boating#Ns#
bobsledding#Ns#
boldness#Ns#
bondage#Ns#
bookkeeping#Ns#
borrowing#Ns#
botulism#Ns#
bouillabaisse#Ns#
bourgeoise#Ns#
bowing#Ns#
bowling#Ns#
boyhood#Ns#
boyishness#Ns#
brainstorming#Ns#
brainwashing#Ns#
bran#Ns#
branching#Ns#
bravery#Ns#
breathing#Ns#
breeding#Ns#
breeziness#Ns#
brevity#Ns#
brewing#Ns#
bricklaying#Ns#
brigandage#Ns#
brightness#Ns#
brilliance#Ns#
brilliancy#Ns#
briskness#Ns#
broadcasting#Ns#
broadness#Ns#
brokerage#Ns#
browse#Ns#
brusqueness#Ns#
budding#Ns#
bullfighting#Ns#
bullion#Ns#
bunting#Ns#
buoyancy#Ns#
busing#Ns#
bussing#Ns#
busyness#Ns#
butchery#Ns#
calender#Ns#
calmness#Ns#
cambric#Ns#
camphor#Ns#
canalization#Ns#
candidature#Ns#
candlepower#Ns#
candor#Ns#
cannibal#Ns#
cannibalism#Ns#
canning#Ns#
capacitance#Ns#
capillarity#Ns#
capitalism#Ns#
captivation#Ns#
captivity#Ns#
careerism#Ns#
carefulness#Ns#
carelessness#Ns#
carnage#Ns#
carpentry#Ns#
carpeting#Ns#
carrion#Ns#
carsickness#Ns#
cartage#Ns#
carving#Ns#
castor#Ns#
catalepsy#Ns#
cathartic#Ns#
catholicity#Ns#
causality#Ns#
causation#Ns#
causative#Ns#
cautiousness#Ns#
caviar#Ns#
cease#Ns#
celery#Ns#
celibacy#Ns#
cellarage#Ns#
cellulose#Ns#
cement#Ns#
centralism#Ns#
centralization#Ns#
centrism#Ns#
centrist#Ns#
cerebration#Ns#
cerise#Ns#
certitude#Ns#
characterization#Ns#
chartreuse#Ns#
chastity#Ns#
chatter#Ns#
chauvinism#Ns#
cheapness#Ns#
cheddar#Ns#
cheerfulness#Ns#
cheeseparing#Ns#
chess#Ns#
chicory#Ns#
childhood#Ns#
childishness#Ns#
chilliness#Ns#
chiropractic#Ns#
chivalry#Ns#
chubbiness#Ns#
cider#Ns#
circulation#Ns#
circumspection#Ns#
circumvention#Ns#
citizenry#Ns#
clairvoyance#Ns#
clangor#Ns#
clarity#Ns#
cleanliness#Ns#
cleanser#Ns#
clearness#Ns#
clemency#Ns#
cleverness#Ns#
climbing#Ns#
clipping#Ns#
closeness#Ns#
clothing#Ns#
clutter#Ns#
coarseness#Ns#
cockcrowing#Ns#
coercion#Ns#
cogency#Ns#
cohesion#Ns#
coition#Ns#
coldheartedness#Ns#
coldness#Ns#
colic#Ns#
collectivism#Ns#
colonialism#Ns#
colonization#Ns#
coloring#Ns#
colouring#Ns#
combustion#Ns#
coming#Ns#
commemoration#Ns#
commercialism#Ns#
committal#Ns#
communism#Ns#
compactness#Ns#
comparative#Ns#
competence#Ns#
competency#Ns#
competitiveness#Ns#
complacence#Ns#
complacency#Ns#
complaisance#Ns#
completeness#Ns#
completion#Ns#
compliance#Ns#
compliancy#Ns#
complicity#Ns#
comportment#Ns#
composure#Ns#
comprehensibility#Ns#
compulsion#Ns#
compunction#Ns#
computerese#Ns#
conciseness#Ns#
concomitant#Ns#
condescension#Ns#
conditional#Ns#
conditioning#Ns#
conductance#Ns#
confidentiality#Ns#
conformance#Ns#
conformity#Ns#
congestion#Ns#
connivance#Ns#
consanguinity#Ns#
conscientiousness#Ns#
consciousness#Ns#
conscription#Ns#
consecration#Ns#
consent#Ns#
conservation#Ns#
conservatism#Ns#
considerateness#Ns#
consonance#Ns#
conspicuousness#Ns#
constabulary#Ns#
constipation#Ns#
constitutional#Ns#
constitutionalism#Ns#
consumerism#Ns#
consumption#Ns#
containerization#Ns#
containment#Ns#
contemplation#Ns#
contentment#Ns#
continence#Ns#
contingency#Ns#
continuance#Ns#
contraception#Ns#
contradictory#Ns#
contrariness#Ns#
contrition#Ns#
convalescence#Ns#
convergence#Ns#
convergency#Ns#
cookery#Ns#
cooking#Ns#
coolness#Ns#
copulation#Ns#
cordage#Ns#
cordial#Ns#
cordiality#Ns#
cornmeal#Ns#
coronary#Ns#
corpulence#Ns#
corpulency#Ns#
correctitude#Ns#
corroboration#Ns#
corrosion#Ns#
cosiness#Ns#
cosmopolitanism#Ns#
costliness#Ns#
costumier#Ns#
counterespionage#Ns#
courageousness#Ns#
courteousness#Ns#
courtliness#Ns#
couture#Ns#
covetousness#Ns#
cowardliness#Ns#
coyness#Ns#
coziness#Ns#
crackling#Ns#
craftiness#Ns#
craziness#Ns#
creaminess#Ns#
creativeness#Ns#
creativity#Ns#
credence#Ns#
credulity#Ns#
crescent#Ns#
cress#Ns#
cretinism#Ns#
crispness#Ns#
criticality#Ns#
crockery#Ns#
crookedness#Ns#
cropdusting#Ns#
crosshatching#Ns#
crossness#Ns#
crowdedness#Ns#
crudeness#Ns#
crying#Ns#
crystallization#Ns#
cubism#Ns#
cultivation#Ns#
cunning#Ns#
cupidity#Ns#
curling#Ns#
cursive#Ns#
curtness#Ns#
curvature#Ns#
cussedness#Ns#
cuteness#Ns#
cutlery#Ns#
cycling#Ns#
cyder#Ns#
daintiness#Ns#
dairying#Ns#
dalliance#Ns#
dampness#Ns#
dancing#Ns#
dander#Ns#
daring#Ns#
darkness#Ns#
darning#Ns#
deafness#Ns#
dearness#Ns#
debility#Ns#
decease#Ns#
decentralization#Ns#
deceptiveness#Ns#
decoction#Ns#
decolonization#Ns#
decor#Ns#
decrepitude#Ns#
deepness#Ns#
deer#Ns#
defacement#Ns#
defamation#Ns#
defecation#Ns#
defectiveness#Ns#
deference#Ns#
defiance#Ns#
defilement#Ns#
deflation#Ns#
deftness#Ns#
degeneracy#Ns#
dehydration#Ns#
deification#Ns#
dejection#Ns#
delectation#Ns#
deliciousness#Ns#
deliverance#Ns#
demagoguery#Ns#
demobilization#Ns#
democratization#Ns#
demoralization#Ns#
denationalization#Ns#
denseness#Ns#
dentistry#Ns#
depletion#Ns#
deployment#Ns#
deportment#Ns#
derangement#Ns#
desecration#Ns#
desegregation#Ns#
desertification#Ns#
desertion#Ns#
designing#Ns#
desirability#Ns#
desperation#Ns#
despondence#Ns#
despondency#Ns#
despotism#Ns#
destitution#Ns#
destructiveness#Ns#
desuetude#Ns#
detention#Ns#
determinism#Ns#
dethronement#Ns#
deviationism#Ns#
devoutness#Ns#
dexterity#Ns#
dextrose#Ns#
diamagnetism#Ns#
dichroism#Ns#
diffidence#Ns#
diffraction#Ns#
diffuseness#Ns#
digestion#Ns#
digital#Ns#
dilapidation#Ns#
dilation#Ns#
diligence#Ns#
diminution#Ns#
dimity#Ns#
dimness#Ns#
dinginess#Ns#
diplomacy#Ns#
directness#Ns#
dirtiness#Ns#
disafforestation#Ns#
disagreeableness#Ns#
disapprobation#Ns#
disapproval#Ns#
disbandment#Ns#
discernment#Ns#
discomfiture#Ns#
discomposure#Ns#
discontentment#Ns#
discontinuance#Ns#
discordance#Ns#
disenchantment#Ns#
disenfranchisement#Ns#
disfranchisement#Ns#
dishwater#Ns#
disillusionment#Ns#
disinflation#Ns#
dismemberment#Ns#
disobedience#Ns#
dispersal#Ns#
dispersion#Ns#
disposal#Ns#
disruption#Ns#
dissent#Ns#
dissociation#Ns#
dissuasion#Ns#
distinctness#Ns#
disuse#Ns#
diversity#Ns#
diving#Ns#
dizziness#Ns#
docility#Ns#
documentation#Ns#
doggedness#Ns#
dogmatism#Ns#
domestication#Ns#
domesticity#Ns#
dominant#Ns#
dossier#Ns#
doziness#Ns#
dreaminess#Ns#
dreariness#Ns#
drenching#Ns#
dressing#Ns#
dressmaking#Ns#
driftage#Ns#
drinking#Ns#
dripping#Ns#
driving#Ns#
dropsy#Ns#
drowse#Ns#
drowsiness#Ns#
drudgery#Ns#
drunkometer#Ns#
dryness#Ns#
dual#Ns#
dubiousness#Ns#
duffer#Ns#
dullness#Ns#
dulness#Ns#
dumbness#Ns#
dumpling#Ns#
duplicity#Ns#
durability#Ns#
duress#Ns#
duresse#Ns#
duskiness#Ns#
dyeing#Ns#
dying#Ns#
dynamic#Ns#
dynamical#Ns#
dynamism#Ns#
dysentery#Ns#
eagerness#Ns#
earliness#Ns#
earnestness#Ns#
ease#Ns#
easiness#Ns#
easing#Ns#
eating#Ns#
echolocation#Ns#
eclecticism#Ns#
eclipse#Ns#
edification#Ns#
effectiveness#Ns#
efflorescence#Ns#
egoism#Ns#
egotism#Ns#
eightpence#Ns#
elan#Ns#
elasticity#Ns#
elation#Ns#
electress#Ns#
electromagnetism#Ns#
electroplating#Ns#
electrotyping#Ns#
elegance#Ns#
elicitation#Ns#
eligibility#Ns#
elitism#Ns#
elocution#Ns#
eloquence#Ns#
emaciation#Ns#
emasculation#Ns#
embodiment#Ns#
embolism#Ns#
emergence#Ns#
emery#Ns#
emetic#Ns#
eminence#Ns#
emotionalism#Ns#
emotionality#Ns#
empiricism#Ns#
emptiness#Ns#
enchantment#Ns#
encouragement#Ns#
endearment#Ns#
endurance#Ns#
enervation#Ns#
enforcement#Ns#
enfranchisement#Ns#
engineering#Ns#
enhancement#Ns#
enlightenment#Ns#
enormousness#Ns#
ensilage#Ns#
enslavement#Ns#
entailment#Ns#
entirety#Ns#
entourage#Ns#
envelopment#Ns#
epilepsy#Ns#
equability#Ns#
equalization#Ns#
equanimity#Ns#
equatorial#Ns#
equilibration#Ns#
equivalent#Ns#
eradication#Ns#
erosion#Ns#
eroticism#Ns#
erudition#Ns#
escapism#Ns#
espionage#Ns#
espousal#Ns#
ess#Ns#
estrangement#Ns#
ether#Ns#
euphemism#Ns#
evanescence#Ns#
evangelism#Ns#
evasiveness#Ns#
evenness#Ns#
eventfulness#Ns#
everlasting#Ns#
exacerbation#Ns#
exactness#Ns#
exaltation#Ns#
excelsior#Ns#
excision#Ns#
excitability#Ns#
excrement#Ns#
excretory#Ns#
exhaustion#Ns#
exhaustiveness#Ns#
exhibitionism#Ns#
exhilaration#Ns#
existentialism#Ns#
expansionism#Ns#
expectance#Ns#
expectancy#Ns#
expertise#Ns#
expiation#Ns#
expiration#Ns#
exploitation#Ns#
exponential#Ns#
expressionism#Ns#
expressiveness#Ns#
exquisiteness#Ns#
extinction#Ns#
extirpation#Ns#
extortion#Ns#
extraordinariness#Ns#
extrapolation#Ns#
extremism#Ns#
extremity#Ns#
extrication#Ns#
extroversion#Ns#
exuberance#Ns#
exultation#Ns#
facetiousness#Ns#
failing#Ns#
faintness#Ns#
faithfulness#Ns#
faithlessness#Ns#
falconry#Ns#
fallibility#Ns#
falling#Ns#
falseness#Ns#
falter#Ns#
farsightedness#Ns#
fascism#Ns#
fastening#Ns#
fasting#Ns#
fatalism#Ns#
fatherhood#Ns#
fatherliness#Ns#
fatness#Ns#
faultfinding#Ns#
favoritism#Ns#
fearfulness#Ns#
fearlessness#Ns#
